"","PLA2G2A","DEGS1","GALNT4","FOLH1","PSTPIP2","ALOX15","RAB13","AGR2","MRPL3","YY1","CTDSPL2","RRP15","SLC17A5","KIN","ACSS3","MRPL16","STRBP","KBTBD3","ATP10B","AGA","LRWD1","DIAPH1","LONP2","FBP2","HCCS","UQCR10","FASN","MPHOSPH10","CLDN4","ANAPC4","SLC2A10","ZGPAT","ERGIC1","RHBDD2","EXTL2","PRKD3","MCCC1","ABHD11","PICK1","EPHA6","MMP14","RDH11","NUP88","MRPL44","POLR2E","STEAP4","SLC35B2","CMPK1","CLDN7","FAAH","FABP5","PTCD3","FNDC3A","XRCC1","TMEM50A","MCCC2","RYR2","PIP","SPON2","KDELR1","GDF15","EFNB1","ADIPOQ","CPSF4","NSMCE3","BAIAP2L1","AFTPH","CLPB","ERI3","HPF1","ADPRH","TTC13","SOWAHC","FAM120C","ALCAM","MORF4L1","TAX1BP1","NOL11","S100B","FRY","SMS","PTBP2","SARDH","MB","DPP7","MAL2","RAB27A","HMCN1","ECI2","MINDY3","FASN.1","GNMT","GGCT","EXTL2.1","DENND2B","P3H3","TPRG1L","ABHD11.1","ITGAE","RAB6C","THBS4","SLC43A1","PEX1","SIAE","CRYBG1","RUNDC1","AAAS","GOLGA4","TARBP1","HDGFL3","KLHL25","TUT7","SAP30BP","ACACA","PTPRD","SPAG1","SPTA1","GFAP","TJP3","RPS6KB1","MTREX","ENTPD4","HOXB13","NT5C1A","EIF2D","PLA2G4C","IREB2","ISCU","GTPBP6","NIPBL","FAS","ERBB2","CNOT3","SPEG","CRTAC1","DDX59","CYP1B1","AHCYL2","MAB21L1","BAP1","SPAG9","IL1RL1","SART1","PTPRF","TMPPE","KAT8","RIF1","CDK5RAP3","CPS1","KIF15","Subtype"
"A1369_T",258996.304410908,232416.322424425,15993.9318570344,205016.358125888,94824.4665110996,214038639.076539,3809974.24194917,165931.498646506,50909.1815797952,100491.237639688,1374488.00597175,8186.11658257537,225399.875237341,12549.2222861787,109603.069512575,118721.593910709,61283.9931984915,7838467.80857458,1616797.0683245,295120.129398111,10381.7845253384,655797.166552757,37489.8964862308,283066.114733622,95785.7994209234,114045.038382269,599278.147379575,26335.4610131549,889872.866615883,15315.5638796141,106036.748681553,3215216.80885436,278869.992141937,238008.067646632,33627.6842239807,167911.881261324,163880.779432167,256671.190899888,116920.672268968,917387.313439128,707914.242404293,1302709.56981196,147408.226139979,80974.6666609649,178787.107346216,376448.762898648,312766.61286613,545801.641864311,311480.472718419,161968.639693382,403257.686401629,117132.118264306,58728.8221263942,65074.1597987468,102004.590306809,325212.007798114,207456.426854052,149351.515211361,265868.177153974,182757.647943106,333754.040718785,681726.103058705,97752.7302425537,178588.613950485,983531.427649986,63638.2986927417,55220.4253221218,845074.429694113,271557.880079201,35677.1134520502,509802.728800047,179728.179814778,2082113.94136156,51227.0135884777,302387.25148796,32766.9646734591,14319.7101587451,70261.6212977177,52348.0131687349,177613.013974425,440054.107476011,378127.302844937,5951866.52699609,62048.799676815,226833.120194275,374207.307355421,800912.731294477,8947086.88216089,238562.017491347,172888.792323688,599278.147379575,550104.089710342,295806.317008328,33627.6842239807,267594.153409043,179502.820205109,397989.906493468,256671.190899888,80585.2680581483,358553.329831074,389033.097953506,11574433.0862532,3357432.8910387,6942853.80083654,8703496.33049136,2650314.25267965,5492611.91179672,166802.33952458,1857341.57654392,61442150.134344,32582107.1468669,2339574.36135677,4659405.78587583,611239.594191272,71788615.9571726,4151165.06655518,469723.061037705,6984484.17748781,6496235.21492127,9049938.81779154,10028489.3460345,17616934.0273068,9544627.35087529,5974134.89635764,69144.0268046366,9423222.17071545,8057920.88148209,5266075.56730811,997777.198308915,7196070.20881494,127059.431107775,1106740.60071202,2969578.46193647,0.0213147452651711,699845.489445524,8016725.86630243,18629359.6660537,1464169.26950705,112049521.257423,2844951.97346934,4633567.30856888,1587338.91410814,3228215.76913876,1156371.59095833,3444600.13926474,51673958.2884118,933262.819018092,648533.469725092,104991932.997009,4291911.31876302,"Subgroup3"
"A1380_T",786806.85656362,210516.441432077,202627.887791357,298938.657319153,65686.5521332103,611538800.827371,595667.60221779,518175.923634147,62233.9916072264,64166.6057732414,1450737.15637465,24608.6163927937,328946.89718383,17628.547685461,265713.541287879,122777.641698414,79483.7232374094,10234478.9827342,2419509.68321019,419012.2695193,41467.5876172392,129837.373577706,73405.2136812274,687426.450420807,261463.861087174,72708.4633379095,884136.551410564,49446.3132976557,292366.498776971,43551.4908099671,86487.8769951472,4205116.97526741,596472.601407474,117612.106115181,79747.475164068,104587.599610706,254664.456411473,439816.94424221,240854.147765732,963323.671314016,342875.76713644,685754.949879395,193998.099028002,63176.0123314362,257088.616179673,473624.275319143,269332.452426169,672691.340844199,160052.939435868,187852.06598836,671557.659510228,586939.165479172,247109.523767623,1476312.16399775,48624.4205730565,1094546.71683876,594075.194822954,240024.532661566,306160.793726264,189099.083571348,138205.667106727,125942.436297972,555917.694729474,325301.473308241,29291.5390112323,58346.2813542522,343896.186926719,136743.711446348,264024.586464468,94316.2368055027,289765.517136886,315369.666228116,160096.753684305,378948.128115153,376767.296248242,79171.9371558104,48093.2944033526,98356.8670342825,111722.819609649,21876.5406362179,365379.471636571,183152.239670843,5927000.82479639,177681.102621664,191190.435092229,1116989.17727503,687787.698035705,957697.739516565,321263.210296205,232026.561029514,884136.551410564,231820.747828808,614252.252643631,79747.475164068,320366.255104557,196390.843967524,442513.964404965,439816.94424221,81922.6375343423,293405.856420452,138692.590403195,17448015.7523003,11169143.0419164,1808707.96043297,1824605.77711094,3979870.60077469,1760705.54917585,300267.866996616,2325576.11963229,1770521.67004853,16265991.9230065,2591526.10415865,2494702.46560128,6096412.83140239,130003676.676401,84842.8982933963,467426.528197612,2739035.95404555,5545960.68501598,4081151.4599882,4520411.21900691,66152474.3725568,255514.724338971,13624493.963441,1522341.85050318,14342112.156002,1655840.54140544,1206881.63621782,432115.865239006,2773011.03895168,87267.8396329103,1753622.50125884,482105.836132115,50071.419250454,408069.820693168,9061419.73915554,13603325.5606297,2049346.00060707,95484684.5251559,87241.9854317016,5332238.61311729,8197149.33374715,1183861.26476812,311674.598045706,41521.5930314498,44594705.7122287,205527.226832408,3556384.94128222,45248108.8826773,4332954.31578207,"Subgroup3"
"A1381_T",144653.66709327,662983.036633372,14084.8917396434,200410.31570173,348416.639381887,102175115.010924,466763.757249205,263541.862963399,61513.8611344092,122287.926214305,1522080.4403345,24838.905721127,49427.3230534316,24947.3995819607,208137.621243314,122594.976978816,67011.1759585478,14319093.0970194,2886505.73199575,2204273.50340447,179137.02202115,576400.856233201,20883.7232893437,709281.459675311,180507.004616355,104253.711991236,203805.595118632,38561.1333264945,363260.480867995,234181.016622085,69219.5550520601,5335871.40325324,481012.457767082,126232.366506168,133450.008831106,186312.409451518,271300.255858858,210452.553426375,44269.1415046244,799093.81432281,441075.251930661,937969.051314622,130300.876465728,74678.8625734235,2361783.87003039,407697.863855142,213316.486237853,629720.201548239,59051.0588912366,249031.008484882,967472.466606762,264503.454274538,87437.2113174691,251687.827040749,1533049.11766884,319002.340426307,19250.7473995516,2402010.45429318,234750.182287855,1550703.86149685,119658.888476264,280848.166287569,1530988.02121086,306438.885119176,770527.696433544,37677.7733172203,123942.616131994,2837546.7583493,430780.431780389,67095.6888060859,326075.755195754,356449.025409256,655750.627455776,94356.1707389766,250654.081858372,70456.5083736087,28205.3773445486,113850.361847964,72045.3208308307,174901.102350349,260523.851022524,126839.438592897,2381574.67550664,228783.18554697,180577.670397669,407866.369343569,358546.339424983,1334358.85022124,305023.980480704,175727.564006936,203805.595118632,319260.997727101,399063.028822765,133450.008831106,238564.899169112,237236.362122777,213686.058769496,210452.553426375,69891.9612895351,292160.032620425,79017.1774207465,4985647.83737686,5531771.15169706,5516203.36319523,6913614.46017877,2798294.01347397,2552722.34989992,5459376.91021027,1966682.96634696,1537810.4162979,48591597.1134376,2100594.74859469,2687090.70243258,1220196.00235221,112032983.273624,6139975.1918252,386373.571093515,6700339.56325387,14125361.2929732,13346041.9714013,11086189.3716337,54752698.4185795,342314.37640501,17875682.4744198,1636869.80341786,9027293.56469814,4155255.55610999,493853.834081212,330616.00324709,6136679.09407293,217116.500746471,872994.159061859,3217660.81067151,72721.366371693,1243579.50416022,9964544.16150177,41633113.1367138,2682886.35778169,17853866.5726334,8527821.93175571,4569058.79999099,4954997.48025086,1448572.56762985,182919.141042614,2240058.61345177,55124948.7821104,760836.81879492,1081728.63108434,98201808.4407579,7667098.23838449,"Subgroup3"
"A1403_T",65568.6943473989,194795.849517064,14333.7063829042,120456.189652067,146875.151783862,488502637.543861,519349.947910701,777793.156872746,1034355.40804675,2807118.34598969,822857.318628842,24576.3151777141,49149.1674104024,19242.2718064169,245478.976361604,84562.2809469003,56688.0351686201,10274528.2967497,2044532.50525984,146226.823686802,30383.0235516056,107215.989420295,10554.0084800085,703921.297164641,111299.076368035,236055.751057007,470511.85674101,18770.6306505666,821770.380247056,13729.2654137066,32931.5317811498,5961459.0011967,467259.42543371,99150.9713006258,23415.8827675872,149039.834926898,284454.602384327,249545.04034423,70384.6295914004,684537.493442524,363387.68168076,783531.786877498,149496.755577914,66425.5079003143,171114.623906373,546125.957592447,143273.509321757,464966.890063754,342089.413081749,178885.013430949,845479.637229904,252850.607614032,52950.4227885081,131012.886359726,50353.8654952952,463366.473089594,372267.162812188,218532.173956787,179515.56252521,52116.9626685574,710425.053684622,760450.230571229,902963.60841258,218239.020810724,34474.1397497575,80350.980254514,522341.189946355,91138.4586728792,198238.934025053,192182.226322548,65047.2944426142,150102.202287883,92694.3038938648,92971.3389297631,571135.299702304,37071.5458402774,115854.602180727,356293.908865195,15524.449843949,14153.4436515363,260483.733951259,401688.45062241,1504271.66768044,37570.8754427118,261369.623201717,448647.797631008,544095.802027074,18751892.9696752,267001.34159535,159276.087068267,470511.85674101,293284.923714935,225507.57228183,23415.8827675872,190704.636188274,180476.408813397,178145.182886932,249545.04034423,71559.1930912427,540976.092089723,1219287.1423012,6713584.98781955,18558053.0660439,8732865.91168118,5872819.78427203,2456731.31415788,5467184.27905817,8593017.2911521,637233.184223662,4821778.33058002,53214670.2340148,2599416.93158245,12060270.8683853,2002383.14896121,36089158.6260759,649407.892888472,1049537.01458981,6226343.43292407,8413812.84663043,5439376.28975647,6923722.21487459,3568.0736089877,550026.94837533,34913769.7873549,162877.089500046,14032484.0284806,18865026.9208891,1742408.13116606,880367.155141133,5347941.55789495,154895.669461872,2010106.67458281,11922407.1946097,146106.157372953,642479.179200706,9782369.47462511,13061080.1240603,3210541.04155317,11805514.9817717,4429446.5760663,4084508.22495446,1659818.11989749,860579.842057299,2530612.1326351,2041736.32567694,44538336.6830203,1360549.01738454,1034734.30694915,97270066.010854,3529995.18803743,"Subgroup3"
"A1423_T",159866.203375785,348649.425661442,58762.6201511822,345391.073660371,181214.52126404,208752885.130552,487481.089992311,320288.381746773,96150.9173289685,82094.3031805311,1323772.34738,18133.110628327,267085.972563827,14794.7663988861,136970.050088597,152465.910675403,121977.560689238,12486581.3781102,1685631.28219284,598630.0684476,48358.0946753128,95411.3978963557,41432.82730091,808807.240085447,106468.07459747,217750.696096904,742062.886248767,61726.9693966249,568533.589241833,87181.7851140666,103800.667520906,2568317.81797627,526173.429509925,315790.526358573,161604.37981917,292359.492951136,353564.570903123,377632.468799387,203954.391390136,957577.570321544,1200999.01719555,2351903.52670254,141221.371333676,300136.108870673,221326.654169231,337688.226713639,350429.490475914,768498.626215406,175563.23465641,310808.208381377,224082.84829386,378674.144320104,116278.210774306,107844.680641685,57039.6511950683,894927.121497918,561444.078855882,67532.3819641081,480968.122940651,107119.916643849,295247.435192607,633261.251345135,892590.380708935,136074.35141284,888415.61746836,346158.095406102,103594.072327746,428653.477457703,262831.698817881,42768.0222861088,376688.833066643,437643.243098382,551817.295972338,79780.7530218502,671807.493163597,353527.764344899,39742.478002945,103982.32209662,73087.6137696139,81803.4527298484,464342.739993895,433354.104806316,3483592.17951796,161115.954350356,295918.567686176,966504.181416207,1059909.36760955,39957586.979142,427550.90531518,220739.197940104,742062.886248767,351608.37351188,507082.980571715,161604.37981917,272839.855341991,143670.636442517,356829.711421852,377632.468799387,113910.07237632,314257.444686638,99558.5938342822,2364324.6653752,1030964.27717019,452043.288311999,266575.900729853,528781.885787147,978815.062446275,590942.666422745,306853.04705639,206215.304594188,5273184.10445449,430668.463180341,738524.84237806,1802278.49515802,1460569.33818741,94414.4588917545,437794.091402307,664306.086631895,420315.415088674,222196.014050848,1471289.97241004,1851917.76577431,214579.093583909,5168146.32376304,200151.498763801,4005957.70839201,2105541.74926652,1139482.41156797,71302.424152452,1494629.16832724,48057.9530846915,334610.272958876,2128968.56309542,42785.3060358804,218698.188747896,2851641.469942,7048837.65521989,528411.351700292,41635772.1316872,621202.605569615,656679.821169671,216048.337765635,241004.33348494,246661.061226105,830349.365649739,12669037.6000455,372021.145285879,2021907.77283081,28704047.7861373,745730.710912966,"Subgroup2"
"A1430_T",672250.39801996,459315.56190273,90162.6751192287,1167165.85763643,258602.23509988,377839927.187818,535661.764255493,1123559.38527627,390646.357385863,111184.195020695,2197504.8550419,52684.2542381844,479825.435847767,119931.169294149,211107.792053923,266500.889384539,216956.397475643,26061002.0867568,3976352.56316722,684543.353140827,153957.563340664,174004.59487264,230842.078454954,1428935.21426726,208942.631224806,306124.392958183,1158408.1210671,83304.6323349572,929596.994117145,111594.344548038,75553.733963102,7155774.26594702,900718.46876062,263495.70434177,149456.89492747,203029.08928989,79732.6303589506,675153.01069237,200626.400019405,925500.563186959,365605.012905912,1751846.92759473,711407.177162082,260098.545704605,312658.42948416,1264083.65805818,496633.620237379,1007652.03823878,380143.197276778,307526.643243388,368084.747197125,366071.495217803,133068.365734353,198762.346462207,47721.8312602924,198598.511998011,142788.900544176,106157.174305609,309589.106088835,755191.355814327,146606.285386583,431794.362239178,845776.525440783,292899.933890361,1425305.99532669,124410.435691089,105148.637681669,196536.718992652,217054.701462794,183757.190435223,300996.768978899,205769.35636025,1277142.96868585,181222.803110311,805688.484962635,134196.294669533,43036.5715518564,1393335.13246424,40565.1121552939,51172.1172851126,291072.744701159,648922.788639867,3753280.7876015,273222.550935476,729090.226889066,1267449.40743074,294907.962366724,10817176.2257154,248937.181567005,197090.863996357,1158408.1210671,81246.7051350584,639650.224835939,149456.89492747,425073.714942459,107512.995040006,2191731.06674289,675153.01069237,234037.504934107,316545.24033731,462504.074863336,383182.097199639,392816.360186476,434219.695955748,457846.786024972,412888.926338579,682485.290666274,283503.083072985,265354.709449076,3153073.21760767,2218821.73670525,356180.027840247,350739.248588681,750461.132729236,12471537.7469769,715553.612672,529729.143323563,489815.30720884,304772.02652209,200413.383935407,408696.365520346,914435.984427764,335925.798125658,3201323.47631982,77213.2450436933,2901223.34354763,667808.342418789,339417.963447746,111022.116981519,1084118.95429282,105514.070048469,485186.22932135,736801.794044521,162487.941122058,148539.534294512,1520016.03584651,4316686.03980369,461562.041483781,13980703.3137612,1568185.7926219,440035.901562049,1344500.79616939,233719.036528047,199196.247273998,303233.007459361,6491775.33428806,150491.308955396,1576919.40735377,9572931.94243133,2446720.22179409,"Subgroup1"
"A0179_T",29870.8118101627,407109.351422753,353839.050179856,450724.689670771,172479.648296345,495168981.078009,542012.895731922,1517462.51412589,175576.915651964,1074529.99398264,1813058.02879206,76934.5215687005,359305.434293206,179974.452512194,166578.647439571,391200.649364368,109399.777647244,25068737.0116789,4956508.21496875,1429001.68182952,74364.2909501503,169451.985456974,76771.3110046209,408943.378096218,101145.237490255,455148.214976231,1817549.97698452,108871.843653094,1306800.02713834,152885.425799191,54297.0794421319,5328706.02361116,720297.900942232,328647.140594684,151937.86026614,95734.1377886233,533695.859513845,2195548.98329846,449914.70466827,908874.683468212,699562.436515631,594150.788738847,275606.815609483,203626.890320827,868544.992132907,428001.306477716,449287.408910996,800274.709216711,198046.718678754,148778.60515426,12238595.3130501,190428.951069963,61885.0015797106,229288.213085922,131722.18638151,605667.812322282,1546503.35217056,68916.0574492209,105194.251654646,96399.4439894873,121373.692715471,2089498.05701363,75279.6540392596,157353.941651661,825565.2453981,132748.580292704,14431.417522869,327295.343896807,173556.44289084,77111.9711999917,133875.123139151,130801.056723938,768752.365980088,536849.912572603,547736.264462959,70454.1548675334,78836.8774315645,1132662.39134593,53778.8611934746,31749.9644614449,941761.038976637,1576696.16072796,1511137.43423392,132803.537278322,431106.528456046,473159.819142328,422834.387506042,796865.451653001,775405.603473159,131278.021168615,1817549.97698452,77523.5634337794,721204.506890146,151937.86026614,322755.885753196,84817.2934485641,901316.911717798,2195548.98329846,376659.173372568,202656.617632445,400052.623740021,211100.443063246,457412.698005588,725909.699314047,854101.717035045,572825.042291635,207193.65727762,117239.201498236,325245.842409586,4655251.1447766,6613682.49378184,544963.030791226,475625.935065317,309019.421426317,5120110.59012303,51566.7321866121,428395.78330695,546918.713976625,40118.8827675538,425540.832953387,581226.162617719,139619.809166942,454143.365428694,1054848.27091463,230097.950486396,257140.966661971,1300260.8847294,191374.379571702,125855.377431344,887092.946237767,65467.8776347482,296816.2058282,546959.899118775,3.69649707514723,132757.279224669,503864.276094553,507578.779307596,566652.794759182,13391545.0809494,1066068.38434567,746552.584791806,371916.771152577,245910.279242137,252849.614385076,76936.3363660894,8675449.39387555,127939.218952597,220525.281963327,256755.196122711,1113304.26308117,"Subgroup1"
"A1434_T",422004.79346496,484396.71322208,19513.2342176773,370395.882448931,86158.464407061,433789828.82882,494776.096937471,146491.248739172,44949.5073684945,74794.0829331884,1279028.31432704,10280.2628918004,95300.472198007,142452.736551866,125872.24991547,114116.153703748,76449.1257895165,10093880.564779,655151.565340082,462524.672237583,36662.3040561237,91819.8398895172,13111.1378349845,356034.900665717,203040.90713967,155166.891768754,801790.210305055,43817.9404477293,640428.194513225,16095.3122392386,115759.905116858,1138939.77960953,288009.226838694,146578.216968941,27202.9129784596,183447.663810111,154060.462082832,235977.100107718,200436.617688753,956512.720959955,431223.116110124,1338843.88205204,146132.273894214,91363.7375357479,227934.679405633,282728.063712417,156250.261191147,587063.034350878,188935.843237373,185970.695317994,269747.318326609,75884.5961557692,314281.467641741,110083.54144559,91458.1037157983,277698.192536173,464167.108229895,64503.7058287924,251712.242364191,93913.0861814059,563058.578715084,746203.610872032,701089.107505102,206125.89555218,654782.679525319,105422.233329731,23347.0179138578,360442.491680848,239381.367276032,141049.499077191,432521.490207911,686380.678828441,47787.3496731141,76909.565776594,351068.697855084,70047.8598954463,527486.763405548,64001.2519500952,40432.5256436772,92326.6428891752,478992.653810402,310322.781563359,5709129.56607284,69345.6440133098,356719.598168933,601659.722723007,1239695.55042369,18588750.7741764,223057.991186429,157089.092487747,801790.210305055,207054.028105913,385163.569086454,27202.9129784596,243806.326359653,202895.552230341,705526.500228619,235977.100107718,96058.6663800767,337847.810354617,162424.143442177,12663072.2750301,3112893.45167902,745346.728358017,2095547.79355105,2718230.4290453,2404309.77738991,3066989.51764333,827496.165892848,2402199.07420351,13842484.4304746,177649.638857824,3358106.64502029,683583.958900068,33603102.6699825,158583.691311699,471639.860502684,3417637.5834364,1666673.74819776,7707838.44074978,80708.4200474584,35695648.4419224,1375526.53855285,20060769.1140495,510998.841915243,9311822.95049781,4583548.87423958,2709344.3058737,383118.834710796,3402393.49013597,92042.9234800001,590415.714756302,5752676.59234875,56586.3139227334,156889.394092996,5900670.49479508,15240187.1664339,2117873.06616911,76158693.3148406,4314518.20996938,2513872.07486678,856882.935801669,870835.253365541,398950.503717344,24144.9438083623,30850075.204266,602341.992006163,732826.777585722,2992456.59742956,4315841.90150303,"Subgroup3"
"A1444_T",220798.560965523,441024.071188276,22072.3126384689,696289.958210797,120038.534631765,476667003.382067,580205.843148089,274804.624503958,54112.3493921805,304785.889044053,1011585.13288214,13377.7361483016,154390.463457332,14958.1337914211,140186.734663311,113266.260023467,80440.2261656798,13073961.9832846,1704370.67839437,968802.925320743,20557.3981346466,102889.669817034,35590.0748227609,796719.141846978,31968.8804007331,168445.331548872,590224.317805358,53241.5966736394,949032.892424133,99642.2825557935,33831.6228070658,2100919.34674216,342536.035199486,95482.3508541047,51165.7973291188,155862.220997854,285595.080365369,291769.955861947,95566.2614204496,1065838.00597418,227538.898660571,1651114.79150149,279259.417027622,110075.757869365,233075.437753997,351353.280291587,381473.04388268,746104.537766768,258179.211794236,292108.821862721,789687.122736076,142994.357454554,63334.4058326928,117730.916584551,111211.523434806,620973.513117992,1344916.9563547,36024.5799774973,729310.107480454,45594.0657003787,670535.362043196,1721526.09580791,39742.4512055774,357906.39390415,991046.283134343,150382.085342392,170235.115234602,146592.085790846,290085.540335266,38438.9098944712,82249.6585651144,219001.050348833,45160.2206877329,63158.4379378739,367713.461357847,77831.6037816072,19532.0480500048,147675.292994001,75559.2977233955,21771.1681123781,460508.582402893,328561.559492378,879540.467544361,146682.570574651,118742.04046528,517766.046442181,768692.306132895,19909751.4481388,331322.054601604,239922.748524458,590224.317805358,241735.192924742,510051.068184319,51165.7973291188,237758.782585328,160815.010199642,906459.501534625,291769.955861947,82324.4278608583,199367.24787183,206472.849471512,14927469.9116215,7683806.62321253,1220823.5498035,4817973.34412374,1436895.19152293,3528414.74104357,132117.101845347,1182925.39891803,19791834.3208989,21125254.844731,2301813.76577935,2555433.7826924,1035697.22526538,41146652.1809908,3297547.49651592,393138.250053245,2529374.6447717,1290217.11839974,3157345.43096657,2711582.98880432,14072907.2581586,180090.059725851,10630982.7166794,955506.545323754,12667483.4420723,6453433.30200918,4476825.84249433,369968.490305655,16986165.6971971,5436738.31985476,849889.985795383,1742567.74642953,314842.176597983,402041.119948869,6679561.41637,16345354.1088004,2280523.49057948,83235250.2980308,5544461.64970991,2338181.22416753,753491.00466768,1060815.55613511,144237.805511391,49762.8513747035,39564606.9455284,278601.000350768,1098615.969377,36952165.5039587,4241635.85783557,"Subgroup3"
"A1459_T",241860.575480792,546837.999825113,19910.6571573811,315514.800227728,109047.353431986,269539904.105385,488269.091986062,252973.864060512,21866.8014707629,45804.458880083,102916.909736595,15130.9382585579,132288.362050967,17751.9948984456,265247.256771431,59328.8060791398,55080.0661488565,11574089.0113133,1260617.38289704,874618.722157773,26699.7855934333,124088.935472219,51351.3305643181,914318.551922687,73607.4123269399,180767.231952895,351231.406035527,13844.4332513007,693904.309031582,207099.650137822,55794.2525378143,3287000.54405466,450700.192002846,101757.291890022,117887.801327921,244570.094798172,333200.702780686,269928.159410594,2929810.83064314,818592.417162072,220267.404786741,946581.929349525,597303.040502412,68143.5153904166,148883.384904574,320167.913514433,252479.459509843,552590.671531682,192929.32660243,158777.108041561,373889.996360879,168260.673360143,175080.180452785,108635.648010677,135928.825568222,328297.784280984,71938.3159879712,556711.839339312,477956.391758584,37656.4569723398,207248.126078648,1101715.59705857,423183.038202797,139750.608298006,31971.734975933,75246.0124684384,45822.3767037757,192071.256020467,319614.7407418,47638.2589416731,393439.047644912,144786.018315675,777578.952551838,66613.5861555605,382276.706369838,43899.285758568,63609.4577473957,90192.5722621302,20862.601264896,59217.361749802,272898.518488525,541686.309676804,13104350.0502634,97658.9263773238,245354.322575157,459578.816522705,566463.193114085,13557198.4364609,172175.90311713,184654.009478429,351231.406035527,211183.898829415,297662.732384524,117887.801327921,308145.730264998,229763.922023803,428209.152067498,269928.159410594,60816.7180800513,402219.86911814,673241.379014117,26602306.4321228,5140839.42999426,5608813.1518132,11053780.9280844,2581649.68255521,11281689.0649147,188019.542091143,1704109.9857835,4293872.08865526,59617780.764118,7575591.08254715,3370000.94380955,909005.859370646,61551935.6146875,7331711.45222687,621663.222782599,8576677.75927788,3469930.56063671,10257260.1563626,3020506.95177843,377.295025124841,3305256.2423765,13047729.9292512,857100.322023301,15821374.6694456,19935323.4436953,4063167.20352834,410960.033544537,6958275.09623984,10650723.340026,1734298.03919813,2201145.77090025,365075.94265583,322683.169770397,9129627.68364818,10484866.2193779,4208756.68137654,119331176.667198,6855868.32126852,2721959.51911501,1763465.68585313,764472.638423276,726685.784241004,2076884.89600555,38966436.0482216,488721.432561182,1060247.46778478,59396423.8076193,2848795.5213856,"Subgroup3"
"A1461_T",176043.435096483,223655.355033918,109299.404647216,201750.353370452,116682.064916149,465548235.019845,356578.354067242,382426.741523719,31553.9213374841,103099.306336609,94247.9648686511,9226.42102878071,47767.9655213585,281554.75221099,210926.402086252,12210.8272046719,21828.5396355819,7331863.63680841,1392258.80697509,177373.969515087,4758.16778792951,113186.979172333,59162.4094763997,474116.09197164,101585.755522179,147216.424444225,434191.000976072,61258.8650097491,1034259.07659641,15675.1304805808,22921.8340170493,5052360.59619925,450693.5181469,134391.895854079,15782.4341322935,206320.723675064,304903.190954256,250928.068937685,59753.8438013084,561841.297516152,847157.771954466,541342.668238735,7785912.17708659,54017.5696173111,169106.537025538,256983.935203271,208095.864159028,436050.459469511,130325.456840084,129118.273486967,418283.678675537,103882.179515846,39074.6072849781,138030.595391607,713110.765008031,439399.564564169,114036.928357559,236166.799276079,198011.795490867,34667.982952573,681076.369316566,106923.687767643,690745.43516897,149557.743854962,829024.410781764,34518.0314243262,152383.815892857,351312.672308864,135491.790678878,33719.9248091551,388627.918021526,223667.977125881,24423.9394865409,66836.0384189101,506354.278792679,17166.6465925461,75945.911036904,369424.314625531,139674.111324301,285678.937298378,192434.456145323,289521.995663779,1779328.42458537,92144.2420157374,252523.084477222,504628.253908876,477519.158883648,14875286.2034838,144565.059881691,113501.204532673,434191.000976072,72667.3135246711,231719.375043114,15782.4341322935,251145.119017258,200104.35907425,211008.855496169,250928.068937685,39440.3436879168,533185.500247133,975530.607768531,8787798.78210828,20645958.7215412,14295597.4488225,12751976.7751292,2493373.25190803,11393954.5281185,124721.414597078,4665710.18565294,120153281.965743,127059785.750795,6036630.70448728,6794270.36316403,1927339.46209724,97444395.9002959,10652047.7724381,811644.962471262,11511680.9040793,14104318.5756116,6806172.21454557,8319967.13935447,30577619.0507117,30180003.4783175,26297243.7269444,3406188.70916374,2309796.41624395,4310144.28982246,3227424.67904041,526670.955678681,9232787.454095,95479.6418348083,1395309.4437171,1813929.57168954,167381.376888039,749744.077424545,15447731.0600158,11680022.16439,2973325.18501358,25406989.9795081,5521344.63891769,3597009.12441142,3442481.60702305,1439730.79504924,4304518.42423033,3934265.55709314,48273583.0554208,2047844.49378598,860515.355304995,42392509.950207,3940759.39409832,"Subgroup3"
